Number,City,Gender,Age,Income,Illness
117219,Boston,Female,35,88642,Yes
117220,Boston,Female,38,62648,No
117221,Boston,Male,52,106887,No
117222,Boston,Female,34,75534,No
117223,Boston,Male,44,109063,No
117224,Boston,Male,34,106122,No
117225,Boston,Female,40,86219,Yes
117226,Boston,Male,59,99121,No
117227,Boston,Male,37,101161,No
117228,Boston,Female,60,85139,No
117229,Boston,Male,37,95856,No
117230,Boston,Male,63,94325,No
117231,Boston,Female,37,91677,No
117232,Boston,Female,50,73043,No
117233,Boston,Male,31,90355,No
117234,Boston,Female,50,66084,Yes
117235,Boston,Female,26,81597,No
117236,Boston,Male,58,75040,No
117237,Boston,Male,53,85543,No
117238,Boston,Female,61,61954,No
117239,Boston,Male,34,87665,No
117240,Boston,Male,27,76811,No
117241,Boston,Male,65,97075,No
117242,Boston,Male,38,98252,No
117243,Boston,Female,58,96172,No
117244,Boston,Male,55,107025,No
117245,Boston,Male,29,90075,No
117246,Boston,Male,32,93448,Yes
117247,Boston,Female,47,87517,No
117248,Boston,Female,43,67725,No
117249,Boston,Male,58,84972,No
117250,Boston,Female,57,88673,No
117251,Boston,Male,61,80700,No
117252,Boston,Male,51,104862,No
117253,Boston,Female,41,70975,No
117254,Boston,Male,51,97346,No
117255,Boston,Female,61,97928,No
117256,Boston,Female,33,73708,No
117257,Boston,Male,29,101315,No
117258,Boston,Male,60,95587,No
117259,Boston,Female,45,63488,No
117260,Boston,Male,59,95586,No
117261,Boston,Female,43,87519,No
117262,Boston,Female,27,79292,No
117263,Boston,Male,32,95572,No
117264,Boston,Male,31,92086,No
117265,Boston,Male,55,82938,No
117266,Boston,Female,56,61792,Yes
117267,Boston,Male,42,105183,No
117268,Boston,Male,47,101999,Yes
117269,Boston,Male,34,108923,No
117270,Boston,Female,29,84144,Yes
117271,Boston,Male,64,84849,No
117272,Boston,Female,28,71616,No
117273,Boston,Female,47,97126,No
117274,Boston,Male,37,94217,No
117275,Boston,Female,26,91967,No
117276,Boston,Female,29,102393,No
117277,Boston,Female,61,96955,No
117278,Boston,Female,63,79233,No
117279,Boston,Female,63,91260,No
117280,Boston,Female,46,86963,No
117281,Boston,Female,27,88199,No
117282,Boston,Male,47,102351,Yes
117283,Boston,Male,29,97176,No
117284,Boston,Male,45,114787,Yes
117285,Boston,Male,31,99022,No
117286,Boston,Female,40,97849,No
117287,Boston,Female,49,103095,No
117288,Boston,Female,39,98396,No
117289,Boston,Female,64,93906,No
117290,Boston,Male,35,76745,No
117291,Boston,Female,35,71445,Yes
117292,Boston,Male,32,94773,No
117293,Boston,Male,26,93419,No
117294,Boston,Female,56,78628,No
117295,Boston,Male,34,106701,No
117296,Boston,Male,64,85776,No
117297,Boston,Male,53,100344,No
117298,Boston,Female,58,95714,No
117299,Boston,Male,47,117538,No
117300,Boston,Female,64,80493,No
117301,Boston,Male,33,89671,No
117302,Boston,Male,45,86132,No
117303,Boston,Female,38,86680,No
117304,Boston,Female,62,88694,Yes
117305,Boston,Male,27,93343,No
117306,Boston,Female,57,97967,No
117307,Boston,Female,57,101608,No
117308,Boston,Female,53,75550,Yes
117309,Boston,Female,53,83016,No
117310,Boston,Male,46,119389,Yes
117311,Boston,Male,65,104162,Yes
117312,Boston,Male,52,104036,No
117313,Boston,Male,46,105293,No
117314,Boston,Male,27,100721,No
117315,Boston,Male,32,87512,No
117316,Boston,Female,59,95653,No
117317,Boston,Male,47,109383,No
117318,Boston,Female,25,90367,No
117319,Boston,Male,52,88046,No
117320,Boston,Male,61,107442,No
117321,Boston,Female,59,93208,No
117322,Boston,Female,28,94123,Yes
117323,Boston,Female,47,75050,No
117324,Boston,Male,45,80951,No
117325,Boston,Male,51,109143,Yes
117326,Boston,Female,62,86996,No
117327,Boston,Male,44,116857,Yes
117328,Boston,Male,29,93186,No
117329,Boston,Male,40,95646,No
117330,Boston,Male,54,91067,No
117331,Boston,Male,57,102090,No
117332,Boston,Female,27,81703,No
117333,Boston,Male,44,108856,No
117334,Boston,Female,55,86239,No
117335,Boston,Male,33,87886,No
117336,Boston,Male,36,90494,No
117337,Boston,Male,33,95240,No
117338,Boston,Female,52,95894,No
117339,Boston,Male,53,95676,No
117340,Boston,Female,54,98863,No
117341,Boston,Male,55,86929,No
117342,Boston,Female,41,80424,No
117343,Boston,Male,30,96428,No
117344,Boston,Male,65,80510,No
117345,Boston,Female,43,82352,No
117346,Boston,Female,39,95669,Yes
117347,Boston,Female,45,91122,No
117348,Boston,Male,36,92039,No
117349,Boston,Male,28,100736,Yes
117350,Boston,Female,58,95945,No
117351,Boston,Female,37,110909,Yes
117352,Boston,Male,27,105948,No
117353,Boston,Female,48,85250,No
117354,Boston,Male,35,87409,No
117355,Boston,Male,59,86639,No
117356,Boston,Male,59,80946,No
117357,Boston,Female,52,94777,No
117358,Boston,Male,43,112927,No
117359,Boston,Female,46,74036,No
117360,Boston,Female,61,99007,No
117361,Boston,Male,51,94021,No
117362,Boston,Male,54,84532,No
117363,Boston,Male,29,79095,No
117364,Boston,Male,41,103697,No
117365,Boston,Female,44,99636,No
117366,Boston,Female,61,76682,No
117367,Boston,Female,54,85122,No
117368,Boston,Male,39,99537,No
117369,Boston,Female,33,104355,Yes
117370,Boston,Male,58,86444,No
117371,Boston,Female,41,87843,No
117372,Boston,Male,34,74998,No
117373,Boston,Male,38,91464,No
117374,Boston,Male,38,108635,No
117375,Boston,Male,32,78965,No
117376,Boston,Male,42,94315,No
117377,Boston,Male,38,106336,No
117378,Boston,Female,45,77219,No
117379,Boston,Male,53,65764,No
117380,Boston,Male,48,106195,No
117381,Boston,Male,30,97978,No
117382,Boston,Male,64,94034,No
117383,Boston,Male,48,89562,No
117384,Boston,Female,57,95244,No
117385,Boston,Female,34,86729,No
117386,Boston,Male,55,98840,No
117387,Boston,Female,55,98917,No
117388,Boston,Female,50,97605,No
117389,Boston,Female,52,84642,No
117390,Boston,Female,59,95750,No
117391,Boston,Female,32,97528,No
117392,Boston,Male,26,60338,No
117393,Boston,Female,45,87944,No
117394,Boston,Male,64,100318,No
117395,Boston,Female,39,78108,No
117396,Boston,Male,28,97073,No
117397,Boston,Male,61,85273,No
117398,Boston,Female,40,86466,Yes
117399,Boston,Male,40,111496,No
117400,Boston,Female,36,90456,No
117401,Boston,Male,54,80865,No
117402,Boston,Male,52,84229,No
117403,Boston,Male,64,86125,No
117404,Boston,Female,51,103439,No
117405,Boston,Female,39,101418,No
117406,Boston,Female,64,87104,No
117407,Boston,Male,52,94319,Yes
117408,Boston,Male,53,96043,No
117409,Boston,Male,48,81388,No
117410,Boston,Female,45,65976,No
117411,Boston,Male,26,95054,No
117412,Boston,Male,62,94319,No
117413,Boston,Female,52,79073,No
117414,Boston,Female,33,73035,No
117415,Boston,Female,34,74344,No
117416,Boston,Male,56,102551,No
117417,Boston,Male,64,116863,No
117418,Boston,Male,55,97987,No
117419,Boston,Female,43,79888,No
117420,Boston,Female,42,71507,No
117421,Boston,Male,44,118497,No
117422,Boston,Female,38,98617,No
117423,Boston,Male,57,103414,No
117424,Boston,Male,38,86682,No
117425,Boston,Female,45,82329,No
117426,Boston,Female,49,100895,No
117427,Boston,Female,58,82025,No
117428,Boston,Male,53,109655,No
117429,Boston,Male,56,96088,No
117430,Boston,Female,43,86112,No
117431,Boston,Female,62,70443,No
117432,Boston,Male,36,98145,No
117433,Boston,Female,41,75326,No
117434,Boston,Male,45,88652,No
117435,Boston,Female,29,98932,No
117436,Boston,Male,36,95799,No
117437,Boston,Female,51,91923,No
117438,Boston,Male,41,123159,No
117439,Boston,Female,26,76783,No
117440,Boston,Female,59,85887,No
117441,Boston,Female,42,67729,No
117442,Boston,Male,64,94872,No
117443,Boston,Female,40,94058,No
117444,Boston,Male,50,103474,No
117445,Boston,Male,28,109984,No
117446,Boston,Female,41,93309,No
117447,Boston,Male,63,108047,No
117448,Boston,Male,60,116543,No
117449,Boston,Male,44,87177,No
117450,Boston,Female,52,93968,No
117451,Boston,Female,44,97044,No
117452,Boston,Male,35,100275,No
117453,Boston,Female,58,88861,No
117454,Boston,Female,28,97876,No
117455,Boston,Female,39,99896,No
117456,Boston,Female,28,92340,Yes
117457,Boston,Female,31,84833,No
117458,Boston,Male,56,90056,No
117459,Boston,Male,59,92268,No
117460,Boston,Female,54,73650,No
117461,Boston,Female,61,100118,No
117462,Boston,Male,57,96441,No
117463,Boston,Female,51,72227,No
117464,Boston,Male,41,106422,No
117465,Boston,Female,30,84323,No
117466,Boston,Male,48,93402,No
117467,Boston,Female,63,86626,No
117468,Boston,Male,29,90363,No
117469,Boston,Female,40,114347,No
117470,Boston,Female,59,109821,No
117471,Boston,Female,39,74235,No
117472,Boston,Female,61,87781,No
117473,Boston,Female,54,85071,No
117474,Boston,Female,51,92489,No
117475,Boston,Male,28,93368,No
117476,Boston,Male,41,92513,No
117477,Boston,Male,29,84535,No
117478,Boston,Male,41,96529,No
117479,Boston,Female,51,86348,No
117480,Boston,Female,44,84907,No
117481,Boston,Female,64,86565,Yes
117482,Boston,Female,47,84885,No
117483,Boston,Female,26,77539,No
117484,Boston,Male,43,92854,No
117485,Boston,Female,31,67438,No
117486,Boston,Male,62,74824,No
117487,Boston,Male,53,109450,No
117488,Boston,Female,45,66243,No
117489,Boston,Male,25,110356,No
117490,Boston,Male,56,113346,No
117491,Boston,Female,44,83292,No
117492,Boston,Male,54,111238,Yes
117493,Boston,Male,40,74945,No
117494,Boston,Male,63,104710,No
117495,Boston,Female,28,76941,No
117496,Boston,Female,28,71790,No
117497,Boston,Male,54,106073,No
117498,Boston,Female,62,90082,No
117499,Boston,Male,30,98862,Yes
117500,Boston,Male,26,108625,No
117501,Boston,Male,28,95235,No
117502,Boston,Female,37,80521,No
117503,Boston,Female,56,76775,No
117504,Boston,Female,61,80394,No
117505,Boston,Female,42,87335,No
117506,Boston,Female,47,84595,No
117507,Boston,Male,57,86858,Yes
117508,Boston,Male,43,85826,No
117509,Boston,Male,47,89808,No
117510,Boston,Male,47,97255,No
117511,Boston,Female,35,62581,No
117512,Boston,Female,36,104160,No
117513,Boston,Male,28,95762,No
117514,Boston,Male,34,98278,Yes
117515,Boston,Female,40,95302,No
117516,Boston,Male,60,96965,No
117517,Boston,Male,43,94870,No
117518,Boston,Male,57,101182,No
117519,Boston,Male,45,88638,Yes
117520,Boston,Male,27,107692,No
117521,Boston,Male,58,97790,No
117522,Boston,Female,57,91812,No
117523,Boston,Female,46,80580,No
117524,Boston,Male,49,87981,No
117525,Boston,Male,36,102435,No
117526,Boston,Female,58,90828,No
117527,Boston,Male,58,107842,No
117528,Boston,Male,62,110243,No
117529,Boston,Female,57,82134,No
117530,Boston,Female,61,88643,No
117531,Boston,Female,29,103690,No
117532,Boston,Female,39,79328,Yes
117533,Boston,Male,55,98238,No
117534,Boston,Male,48,85983,Yes
117535,Boston,Female,42,86309,No
117536,Boston,Male,31,93912,No
117537,Boston,Female,41,89554,No
117538,Boston,Female,41,80760,No
117539,Boston,Male,54,108001,No
117540,Boston,Male,31,89655,Yes
117541,Boston,Female,31,86747,No
117542,Boston,Female,46,85943,No
117543,Boston,Female,55,109906,No
117544,Boston,Male,60,88532,No
117545,Boston,Female,53,89860,No
117546,Boston,Female,54,84518,No
117547,Boston,Female,64,105319,No
117548,Boston,Male,34,95844,No
117549,Boston,Male,35,94226,No
117550,Boston,Male,38,102154,No
117551,Boston,Male,47,104847,No
117552,Boston,Female,62,80200,No
117553,Boston,Female,61,98811,No
117554,Boston,Male,51,111846,No
117555,Boston,Male,55,111010,No
117556,Boston,Male,63,95391,No
117557,Boston,Male,50,76407,No
117558,Boston,Male,50,94202,No
117559,Boston,Female,48,98673,No
117560,Boston,Female,33,83152,No
117561,Boston,Female,59,88724,No
117562,Boston,Male,36,84016,No
117563,Boston,Male,50,105604,No
117564,Boston,Female,32,86717,No
117565,Boston,Female,61,94125,No
117566,Boston,Female,31,77174,No
117567,Boston,Female,42,84223,No
117568,Boston,Female,42,69110,No
117569,Boston,Male,50,108943,No
117570,Boston,Male,56,87297,No
117571,Boston,Male,32,91460,Yes
117572,Boston,Female,29,82641,No
117573,Boston,Female,27,74741,No
117574,Boston,Male,32,107414,No
117575,Boston,Male,63,95654,Yes
117576,Boston,Female,32,92677,Yes
117577,Boston,Male,34,96813,No
117578,Boston,Female,26,90031,No
117579,Boston,Female,37,85038,No
117580,Boston,Female,39,86608,No
117581,Boston,Male,62,104695,No
117582,Boston,Female,46,81811,No
117583,Boston,Female,47,104088,No
117584,Boston,Male,55,104876,No
117585,Boston,Male,34,97637,No
117586,Boston,Female,62,92395,No
117587,Boston,Male,59,108045,No
117588,Boston,Male,31,84781,No
117589,Boston,Female,43,95467,No
117590,Boston,Female,36,101926,No
117591,Boston,Male,58,122028,No
117592,Boston,Male,28,84999,No
117593,Boston,Male,37,81026,No
117594,Boston,Female,38,95326,No
117595,Boston,Female,45,90151,Yes
117596,Boston,Female,27,79840,No
117597,Boston,Male,35,83246,No
117598,Boston,Male,38,88802,No
117599,Boston,Male,39,116458,No
117600,Boston,Male,47,96696,No
117601,Boston,Female,29,92358,No
117602,Boston,Male,62,115822,No
117603,Boston,Male,28,85655,No
117604,Boston,Male,31,105022,No
117605,Boston,Male,52,108825,No
117606,Boston,Female,54,94355,No
117607,Boston,Male,38,104692,No
117608,Boston,Male,57,91916,Yes
117609,Boston,Male,28,85288,No
117610,Boston,Male,34,94689,No
117611,Boston,Male,44,108213,No
117612,Boston,Male,46,96171,No
117613,Boston,Female,62,79344,No
117614,Boston,Female,35,98254,No
117615,Boston,Male,31,75659,Yes
117616,Boston,Female,27,86155,No
117617,Boston,Female,39,94146,No
117618,Boston,Female,63,75081,No
117619,Boston,Male,59,100928,No
117620,Boston,Female,54,61368,No
117621,Boston,Female,41,76987,No
117622,Boston,Female,61,99896,No
117623,Boston,Female,42,76625,No
117624,Boston,Male,55,85051,No
117625,Boston,Female,61,78805,No
117626,Boston,Female,63,76844,Yes
117627,Boston,Male,57,93469,No
117628,Boston,Male,41,95376,No
117629,Boston,Female,38,70150,No
117630,Boston,Male,65,105590,No
117631,Boston,Male,28,98294,No
117632,Boston,Male,43,103078,No
117633,Boston,Female,30,85891,No
117634,Boston,Male,28,96381,No
117635,Boston,Male,41,87687,No
117636,Boston,Male,43,112545,No
117637,Boston,Male,62,116513,No
117638,Boston,Female,40,80696,No
117639,Boston,Female,29,71881,No
117640,Boston,Male,29,88146,No
117641,Boston,Male,53,104787,No
117642,Boston,Female,51,91950,No
117643,Boston,Male,49,99921,No
117644,Boston,Female,39,88544,No
117645,Boston,Female,43,103795,No
117646,Boston,Male,52,103342,No
117647,Boston,Female,35,85332,No
117648,Boston,Male,36,115687,No
117649,Boston,Male,56,81873,No
117650,Boston,Female,42,89732,Yes
117651,Boston,Male,33,106835,No
117652,Boston,Male,51,100555,No
117653,Boston,Female,60,79216,No
117654,Boston,Female,65,86242,No
117655,Boston,Female,57,65830,No
117656,Boston,Female,31,89524,No
117657,Boston,Female,49,101619,No
117658,Boston,Male,57,89500,No
117659,Boston,Female,60,101498,No
117660,Boston,Male,33,96675,No
117661,Boston,Female,63,93022,No
117662,Boston,Male,54,91590,No
117663,Boston,Female,28,84735,No
117664,Boston,Male,35,117234,No
117665,Boston,Female,32,92833,No
117666,Boston,Male,36,93861,No
117667,Boston,Male,37,107358,No
117668,Boston,Male,43,113035,No
117669,Boston,Female,38,88412,No
117670,Boston,Male,37,97557,No
117671,Boston,Female,57,74158,No
117672,Boston,Male,48,104422,No
117673,Boston,Male,31,110915,Yes
117674,Boston,Female,29,84944,No
117675,Boston,Male,50,95907,No
117676,Boston,Male,52,90905,No
117677,Boston,Male,25,94943,No
117678,Boston,Male,32,105268,No
117679,Boston,Female,39,70126,No
117680,Boston,Male,45,85796,No
117681,Boston,Female,61,98694,No
117682,Boston,Male,47,97775,No
117683,Boston,Male,27,81897,No
117684,Boston,Female,48,94226,No
117685,Boston,Female,40,85873,No
117686,Boston,Female,40,71700,No
117687,Boston,Male,42,85161,No
117688,Boston,Female,50,86103,No
117689,Boston,Male,57,77911,No
117690,Boston,Female,27,85417,No
117691,Boston,Male,65,111602,No
117692,Boston,Female,63,90722,No
117693,Boston,Male,35,94185,No
117694,Boston,Female,40,83869,No
117695,Boston,Female,40,99401,Yes
117696,Boston,Female,43,85928,Yes
117697,Boston,Male,37,87153,No
117698,Boston,Male,49,86296,No
117699,Boston,Female,47,75563,No
117700,Boston,Male,43,95819,No
117701,Boston,Female,29,71717,No
117702,Boston,Male,49,102230,No
117703,Boston,Male,53,96937,No
117704,Boston,Male,62,89864,No
117705,Boston,Female,65,84008,No
117706,Boston,Female,37,91158,No
117707,Boston,Male,54,83726,No
117708,Boston,Female,35,97598,Yes
117709,Boston,Male,59,93699,No
117710,Boston,Female,55,69133,No
117711,Boston,Female,50,91738,No
117712,Boston,Female,37,92400,No
117713,Boston,Male,36,106967,No
117714,Boston,Male,43,106430,No
117715,Boston,Female,57,93252,No
117716,Boston,Male,41,104360,No
117717,Boston,Female,52,73210,No
117718,Boston,Female,59,86262,No
117719,Boston,Female,46,90657,Yes
117720,Boston,Female,59,98257,No
117721,Boston,Male,42,98271,No
117722,Boston,Female,34,58144,No
117723,Boston,Male,26,106919,No
117724,Boston,Male,64,77051,No
117725,Boston,Male,50,92363,No
117726,Boston,Male,56,95260,No
117727,Boston,Female,56,81328,No
117728,Boston,Male,53,103432,No
117729,Boston,Female,49,74309,No
117730,Boston,Male,30,92469,No
117731,Boston,Female,26,69917,No
117732,Boston,Female,36,80316,No
117733,Boston,Female,51,98157,No
117734,Boston,Female,26,84889,No
117735,Boston,Male,37,93784,No
117736,Boston,Female,28,93150,No
117737,Boston,Female,52,96376,No
117738,Boston,Female,48,96889,No
117739,Boston,Female,60,79402,No
117740,Boston,Male,43,96227,No
117741,Boston,Male,59,91430,No
117742,Boston,Female,44,85648,No
117743,Boston,Male,63,95236,No
117744,Boston,Male,33,91629,No
117745,Boston,Female,37,81498,Yes
117746,Boston,Female,29,96091,No
117747,Boston,Female,38,84155,No
117748,Boston,Male,56,93690,No
117749,Boston,Female,47,75826,No
117750,Boston,Female,36,84225,No
117751,Boston,Male,64,98646,Yes
117752,Boston,Male,59,101493,No
117753,Boston,Male,61,83762,No
117754,Boston,Female,35,88675,No
117755,Boston,Female,64,72223,No
117756,Boston,Male,50,103834,No
117757,Boston,Male,45,82220,No
117758,Boston,Female,54,97484,Yes
117759,Boston,Male,27,100910,No
117760,Boston,Male,26,81772,No
